date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,miscellaneous food,Sugar,97,KG,aggregate,Retail,MWK,800,1.05
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Bathing soap,1247,500 G,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Battery lamp,1238,Unit,aggregate,Retail,MWK,70,0.092
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Charcoal,446,KG,aggregate,Retail,MWK,250,0.33
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Fertilizer (NPK),530,50 KG,aggregate,Retail,MWK,4900,6.44
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Fertilizer (urea),526,50 KG,aggregate,Retail,MWK,4900,6.44
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Firewood,804,350 G,aggregate,Retail,MWK,25,0.033
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Maize (seed),1244,KG,aggregate,Retail,MWK,400,0.53
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Match box,1237,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Milling cost (maize),513,Tin (20 KG),aggregate,Retail,MWK,250,0.33
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Mobile credit (100 MWK),1245,Unit,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Paracetamol,1240,Packet,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Sanitary pads,538,Packet,aggregate,Retail,MWK,500,0.66
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,non-food,Water (drinking),489,300 ML,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1250,1.64
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,1300,1.71
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,38,0.05
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,38,0.05
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,38,0.05
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,38,0.05
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,35,0.046
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Cassava,68,KG,aggregate,Retail,MWK,550,0.72
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,170,0.22
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,150,0.2
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,650,0.85
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Potatoes,83,KG,aggregate,Retail,MWK,330,0.43
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Rice,52,KG,aggregate,Retail,MWK,700,0.92
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Sorghum,65,KG,aggregate,Retail,MWK,650,0.85
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,cereals and tubers,Sweet potatoes,87,KG,aggregate,Retail,MWK,400,0.53
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,miscellaneous food,Sugar,97,KG,aggregate,Retail,MWK,800,1.05
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Battery lamp,1238,Unit,aggregate,Retail,MWK,190,0.25
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Charcoal,446,KG,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Fertilizer (CAN),1249,50 KG,aggregate,Retail,MWK,18000,23.66
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Fertilizer (D compound),1241,50 KG,aggregate,Retail,MWK,21000,27.61
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Fertilizer (NPK),530,50 KG,aggregate,Retail,MWK,20500,26.95
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Fertilizer (urea),526,50 KG,aggregate,Retail,MWK,20000,26.29
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Firewood,804,350 G,aggregate,Retail,MWK,40,0.053
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Laundry soap,540,140 G,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Maize (seed),1244,KG,aggregate,Retail,MWK,1800,2.37
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Match box,1237,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Milling cost (maize),513,Tin (20 KG),aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Paracetamol,1240,Packet,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Sanitary pads,538,Packet,aggregate,Retail,MWK,500,0.66
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Toilet paper,1243,Unit,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,non-food,Water (drinking),489,300 ML,aggregate,Retail,MWK,270,0.35
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1500,1.97
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,700,0.92
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,45,0.059
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,450,0.59
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,cereals and tubers,Potatoes,83,KG,aggregate,Retail,MWK,400,0.53
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,cereals and tubers,Sweet potatoes,87,KG,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,miscellaneous food,Sugar,97,KG,aggregate,Retail,MWK,850,1.12
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Candles,1173,1 piece,aggregate,Retail,MWK,120,0.16
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Fertilizer (D compound),1241,50 KG,aggregate,Retail,MWK,26000,34.18
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Fertilizer (NPK),530,50 KG,aggregate,Retail,MWK,22750,29.91
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Fertilizer (urea),526,50 KG,aggregate,Retail,MWK,20250,26.62
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Laundry soap (paste),1246,200 G,aggregate,Retail,MWK,425,0.56
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Maize (seed),1244,KG,aggregate,Retail,MWK,1700,2.23
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Match box,1237,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Milling cost (maize),513,Tin (20 KG),aggregate,Retail,MWK,350,0.46
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Paracetamol,1240,Packet,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Sanitary pads,538,Packet,aggregate,Retail,MWK,650,0.85
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Toilet paper,1243,Unit,aggregate,Retail,MWK,425,0.56
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,non-food,Water (drinking),489,300 ML,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,1075,1.41
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,575,0.76
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,31,0.041
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,28,0.037
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,cereals and tubers,Cassava,68,KG,aggregate,Retail,MWK,150,0.2
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,140,0.18
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,cereals and tubers,Potatoes,83,KG,aggregate,Retail,MWK,500,0.66
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,cereals and tubers,Rice,52,KG,aggregate,Retail,MWK,750,0.99
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,cereals and tubers,Sorghum,65,KG,aggregate,Retail,MWK,450,0.59
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,cereals and tubers,Sweet potatoes,87,KG,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,miscellaneous food,Sugar,97,KG,aggregate,Retail,MWK,900,1.18
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Bathing soap,1247,500 G,aggregate,Retail,MWK,350,0.46
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Battery lamp,1238,Unit,aggregate,Retail,MWK,165,0.22
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Candles,1173,1 piece,aggregate,Retail,MWK,110,0.14
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Fertilizer (CAN),1249,50 KG,aggregate,Retail,MWK,18750,24.65
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Fertilizer (D compound),1241,50 KG,aggregate,Retail,MWK,26500,34.84
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Firewood,804,350 G,aggregate,Retail,MWK,52.5,0.069
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Laundry soap,540,140 G,aggregate,Retail,MWK,135,0.18
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Maize (seed),1244,KG,aggregate,Retail,MWK,1675,2.2
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Match box,1237,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Milling cost (maize),513,Tin (20 KG),aggregate,Retail,MWK,425,0.56
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Mobile credit (100 MWK),1245,Unit,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Paracetamol,1240,Packet,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,non-food,Sanitary pads,538,Packet,aggregate,Retail,MWK,600,0.79
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,525,0.69
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,75,0.099
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,33.35,0.044
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,75,0.099
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,28,0.037
2021-02-15,Central Region,Kasungu,Nkhamenya,807,-12.57,33.52,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,700,0.92
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,cereals and tubers,Potatoes,83,KG,aggregate,Retail,MWK,340,0.45
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,cereals and tubers,Rice,52,KG,aggregate,Retail,MWK,700,0.92
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,cereals and tubers,Sweet potatoes,87,KG,aggregate,Retail,MWK,400,0.53
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,miscellaneous food,Sugar,97,KG,aggregate,Retail,MWK,800,1.05
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Bathing soap,1247,500 G,aggregate,Retail,MWK,250,0.33
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Battery lamp,1238,Unit,aggregate,Retail,MWK,180,0.24
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Candles,1173,1 piece,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Fertilizer (CAN),1249,50 KG,aggregate,Retail,MWK,18000,23.66
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Fertilizer (D compound),1241,50 KG,aggregate,Retail,MWK,23000,30.24
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Fertilizer (NPK),530,50 KG,aggregate,Retail,MWK,19000,24.98
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Laundry soap (paste),1246,200 G,aggregate,Retail,MWK,350,0.46
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Maize (seed),1244,KG,aggregate,Retail,MWK,1700,2.23
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Match box,1237,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Milling cost (maize),513,Tin (20 KG),aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Paracetamol,1240,Packet,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Sanitary pads,538,Packet,aggregate,Retail,MWK,600,0.79
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,non-food,Toilet paper,1243,Unit,aggregate,Retail,MWK,250,0.33
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,1000,1.31
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,800,1.05
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,20,0.026
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,20,0.026
2021-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,30,0.039
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Cassava,68,KG,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,165,0.22
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Potatoes,83,KG,aggregate,Retail,MWK,475,0.62
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Rice,52,KG,aggregate,Retail,MWK,775,1.02
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Sweet potatoes,87,KG,aggregate,Retail,MWK,350,0.46
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,350,0.46
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,miscellaneous food,Sugar,97,KG,aggregate,Retail,MWK,800,1.05
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Bathing soap,1247,500 G,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Charcoal,446,KG,aggregate,Retail,MWK,200,0.26
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Fertilizer (D compound),1241,50 KG,aggregate,Retail,MWK,26000,34.18
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Fertilizer (NPK),530,50 KG,aggregate,Retail,MWK,22700,29.84
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Fertilizer (urea),526,50 KG,aggregate,Retail,MWK,19500,25.63
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Firewood,804,350 G,aggregate,Retail,MWK,45,0.059
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Laundry soap,540,140 G,aggregate,Retail,MWK,120,0.16
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Laundry soap (paste),1246,200 G,aggregate,Retail,MWK,400,0.53
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Maize (seed),1244,KG,aggregate,Retail,MWK,1500,1.97
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Match box,1237,Unit,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Milling cost (maize),513,Tin (20 KG),aggregate,Retail,MWK,400,0.53
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Paracetamol,1240,Packet,aggregate,Retail,MWK,50,0.066
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Toilet paper,1243,Unit,aggregate,Retail,MWK,400,0.53
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,non-food,Water (drinking),489,300 ML,aggregate,Retail,MWK,250,0.33
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,1200,1.58
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,300,0.39
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,100,0.13
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,27.77,0.037
2021-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50,0.066
